0	30.1581671615
1	30.7772052789
2	33.78220403
3	34.5935601816
4	35.1015629803
5	37.9505563319
6	38.0072545566
7	38.2339916338
8	38.4359730061
9	38.3167425992
10	38.4183914303
11	38.4548386044
12	38.3110113708
13	38.3965242743
14	38.2489268816
15	38.010579517
16	38.1203522752
17	38.2633432369
18	38.0717003637
19	38.1715107281
20	38.0170874846
21	38.0319700272
22	38.2032623445
23	38.2200332097
24	38.2297262383
25	38.2097893681
26	38.1812142317
27	38.2313252561
28	38.1970604416
29	38.1490446955
30	38.0254693576
31	37.655063424
32	37.5696216733
33	37.3570554819
34	37.2311408195
35	37.1444849463
36	37.0958945495
37	37.1079790628
38	37.0753628632
39	37.4571041499
40	37.6820225872
41	37.847287021
42	37.8411962381
43	38.0037711419
44	38.023514188
45	38.0034488486
46	38.0415836745
47	37.9973338205
48	37.9858247783
49	37.9446367164
50	38.024471807
51	38.0459809006
52	38.0421559054
53	37.8379560934
54	37.8672081719
55	37.9464322921
56	37.9587127246
57	37.8835306751
58	37.8496348054
59	37.7830229197
60	37.7606478913
61	37.8040984759
62	37.8144144613
63	37.7364431865
64	37.7699743069
65	37.6993278191
66	37.7624894908
67	37.6589770504
68	37.6117286037
69	37.6597843667
70	37.6541533429
71	37.5872431586
72	37.5319615467
73	37.5324182804
74	37.5276565087
75	37.4094903757
76	36.4831084524
77	36.8845621475
78	37.3137674231
79	37.4159032427
80	37.5405343451
81	37.5471255812
82	37.5730980707
83	37.4845088477
84	37.3889485531
85	37.3953329078
86	37.3298347802
87	37.3359868548
88	37.3041186977
89	37.2313911177
90	37.1943457964
91	37.1048156262
92	37.0732837062
93	37.031682622
94	36.8519096311
95	36.8678080121
96	36.8691497447
97	36.7950746729
98	36.5446693361
99	36.6240771909
100	34.6579854489
